tourney_id,tourney_date,surface,round,match_type,label,rank_diff,rank_pts_diff,age_diff,ht_diff,surface_per_diff,ace_vs_df_diff,first_in_diff,first_won_diff,second_won_diff,bp_saved_pct_diff
2000-M-SA-PAN-01A-2000b,20000101,Clay,R16,futures,1,-442.0,129.0,0.3000000000000007,,,,,,,
2000-M-SA-PAN-01A-2000c,20000101,Clay,R32,futures,0,501.0,-94.0,-7.4999999999999964,,,,,,,
2000-M-SA-PAN-01A-2000c,20000101,Clay,R32,futures,0,241.0,-24.0,0.10000000000000142,-13.0,,,,,,
2000-M-SA-PAN-01A-2000c,20000101,Clay,R32,futures,1,,,10.2,,,,,,,
2000-M-SA-PAN-01A-2000c,20000101,Clay,R32,futures,1,0.0,0.0,-2.1999999999999993,,,,,,,
2000-M-SA-PAN-01A-2000c,20000101,Clay,R32,futures,0,803.0,-143.0,5.199999999999999,,,,,,,
2000-M-SA-PAN-01A-2000c,20000101,Clay,R16,futures,1,440.0,-15.0,-0.8000000000000007,,,,,,,
2000-M-SA-PAN-01A-2000c,20000101,Clay,R32,futures,0,,,-2.0,,,,,,,
2000-M-SA-PAN-01A-2000c,20000101,Clay,R16,futures,0,,,0.3999999999999986,,,,,,,
2000-M-SA-PAN-01A-2000c,20000101,Clay,R16,futures,1,-566.0,54.0,4.299999999999997,,,,,,,
2000-M-SA-PAN-01A-2000c,20000101,Clay,R16,futures,0,,,5.200000000000003,,,,,,,
2000-M-SA-PAN-01A-2000c,20000101,Clay,R16,futures,0,652.0,-99.0,-11.499999999999996,,,,,,,
2000-M-SA-PAN-01A-2000c,20000101,Clay,R16,futures,0,,,9.2,,,,,,,
2000-M-SA-PAN-01A-2000c,20000101,Clay,R16,futures,1,-806.0,144.0,3.3999999999999986,-5.0,,,,,,
2000-M-SA-PAN-01A-2000c,20000101,Clay,QF,futures,1,334.0,-9.0,2.599999999999998,,,,,,,
2000-M-SA-PAN-01A-2000c,20000101,Clay,R16,futures,0,-176.0,40.0,6.099999999999998,18.0,,,,,,
2000-M-SA-PAN-01A-2000c,20000101,Clay,R32,futures,0,,,-3.200000000000003,,,,,,,
2000-M-SA-PAN-01A-2000c,20000101,Clay,R32,futures,1,,,-1.5,,,,,,,
2000-M-SA-PAN-01A-2000c,20000101,Clay,R32,futures,0,,,-5.899999999999999,,,,,,,
2000-M-SA-PAN-01A-2000a,20000101,Clay,R32,futures,0,,,4.600000000000001,,,,,,,
2000-M-SA-PAN-01A-2000b,20000101,Clay,QF,futures,1,,,-8.299999999999997,,,,,,,
2000-M-SA-PAN-01A-2000b,20000101,Clay,QF,futures,1,-711.0,65.0,4.300000000000001,,,,,,,
2000-M-SA-PAN-01A-2000b,20000101,Clay,QF,futures,1,-270.0,76.0,13.699999999999996,0.0,,,,,,
2000-M-SA-PAN-01A-2000b,20000101,Clay,QF,futures,1,-578.0,137.0,-3.3000000000000007,,,,,,,
2000-M-SA-PAN-01A-2000b,20000101,Clay,SF,futures,1,-309.0,52.0,4.099999999999998,13.0,,,,,,
2000-M-SA-PAN-01A-2000b,20000101,Clay,SF,futures,0,77.0,-43.0,10.799999999999997,-13.0,,,,,,
2000-M-SA-PAN-01A-2000b,20000101,Clay,F,futures,1,171.0,-79.0,3.1999999999999993,5.0,,,,,,
2000-M-SA-PAN-01A-2000c,20000101,Clay,R32,futures,1,,,-8.600000000000001,,,,,,,
2000-M-SA-PAN-01A-2000c,20000101,Clay,R32,futures,1,-587.0,18.0,0.1999999999999993,,,,,,,
2000-M-SA-PAN-01A-2000c,20000101,Clay,R32,futures,0,,,5.300000000000001,,,,,,,
2000-M-SA-PAN-01A-2000c,20000101,Clay,R32,futures,1,,,-3.6999999999999993,,,,,,,
2000-M-SA-PAN-01A-2000c,20000101,Clay,R32,futures,0,,,13.8,,,,,,,
2000-M-SA-PAN-01A-2000c,20000101,Clay,R32,futures,1,-140.0,13.0,-4.0,0.0,,,,,,
2000-M-SA-PAN-01A-2000c,20000101,Clay,R32,futures,1,288.0,-12.0,1.0,,,,,,,
2000-M-SA-PAN-01A-2000c,20000101,Clay,QF,futures,1,145.0,-30.0,-7.299999999999997,,,,,,,
2000-M-SA-PAN-01A-2000a,20000101,Clay,R32,futures,0,326.0,-13.0,-0.3000000000000007,,,,,,,
2000-M-SA-PAN-01A-2000c,20000101,Clay,QF,futures,0,127.0,-46.0,-11.899999999999999,,,,,,,
2000-M-SA-PAN-01A-2000c,20000101,Clay,SF,futures,1,535.0,-25.0,1.7999999999999972,,,,,,,
2000-M-SA-PAN-01A-2000d,20000101,Clay,R16,futures,0,80.0,-2.0,2.0,,,,,,,
2000-M-SA-PAN-01A-2000d,20000101,Clay,R16,futures,0,271.0,-50.0,-3.5,,,,,,,
2000-M-SA-PAN-01A-2000d,20000101,Clay,R16,futures,0,,,12.600000000000001,,,,,,,
2000-M-SA-PAN-01A-2000d,20000101,Clay,R16,futures,1,143.0,-30.0,-1.7999999999999972,,,,,,,
2000-M-SA-PAN-01A-2000d,20000101,Clay,R16,futures,1,,,12.299999999999997,,,,,,,
2000-M-SA-PAN-01A-2000d,20000101,Clay,R16,futures,0,503.0,-32.0,7.0,,,,,,,
2000-M-SA-PAN-01A-2000d,20000101,Clay,R16,futures,1,-227.0,8.0,-1.8000000000000007,,,,,,,
2000-M-SA-PAN-01A-2000d,20000101,Clay,R16,futures,0,480.0,-131.0,-0.8999999999999986,-8.0,,,,,,
2000-M-SA-PAN-01A-2000d,20000101,Clay,QF,futures,0,31.0,-10.0,1.1999999999999993,,,,,,,
2000-M-SA-PAN-01A-2000d,20000101,Clay,QF,futures,0,-270.0,76.0,13.699999999999996,-0.0,,,,,,
2000-M-SA-PAN-01A-2000d,20000101,Clay,QF,futures,0,300.0,-111.0,-1.8000000000000007,5.0,,,,,,
2000-M-SA-PAN-01A-2000d,20000101,Clay,SF,futures,0,370.0,-56.0,-4.899999999999999,-13.0,,,,,,
2000-M-SA-PAN-01A-2000d,20000101,Clay,SF,futures,0,347.0,-119.0,-2.8999999999999986,-13.0,,,,,,
2000-M-SA-PAN-01A-2000d,20000101,Clay,F,futures,1,-171.0,79.0,-3.1999999999999993,-5.0,,,,,,
2000-M-SA-PAN-01A-2000d,20000101,Clay,QF,futures,0,341.0,-9.0,0.5999999999999979,,,,,,,
2000-M-SA-PAN-01A-2000d,20000101,Clay,R32,futures,0,487.0,-132.0,1.1000000000000014,-13.0,,,,,,
2000-M-SA-PAN-01A-2000d,20000101,Clay,R32,futures,1,-68.0,4.0,2.8000000000000007,,,,,,,
2000-M-SA-PAN-01A-2000d,20000101,Clay,R32,futures,0,,,-8.0,,,,,,,
2000-M-SA-PAN-01A-2000c,20000101,Clay,SF,futures,0,-223.0,68.0,12.599999999999998,-18.0,,,,,,
2000-M-SA-PAN-01A-2000c,20000101,Clay,F,futures,0,582.0,-33.0,0.6999999999999993,,,,,,,
2000-M-SA-PAN-01A-2000d,20000101,Clay,R32,futures,1,785.0,-159.0,-5.099999999999998,,,,,,,
